TransactionID,Date,Month,Month_Num,Quarter,Year,Region,Vendor,Category,Product,Unit_Price_BDT,Quantity,Discount_Pct,Total_Sale_BDT,Customer_Segment,Sales_Channel,Payment_Method
TXN0326,2024-03-26,March,3,Q1,2024,Dhaka,Jamuna Suppliers,Food & Beverage,Mustard Oil,180,24,11.6,3818.88,Retail,Field Agent,bKash
TXN0327,2024-03-26,March,3,Q1,2024,Chattogram,Sonali Commerce,Stationery & Office,Notebook,60,7,11.7,370.86,Retail,In-Store,Credit Card
TXN0328,2024-03-27,March,3,Q1,2024,Dhaka,Meghna Traders,Clothing & Textiles,Jeans,800,31,4.7,23634.4,Government,Distributor,bKash
TXN0329,2024-03-28,March,3,Q1,2024,Dhaka,Jamuna Suppliers,Clothing & Textiles,T-Shirt,450,6,11.4,2392.2,Corporate,Distributor,Credit Card
TXN0330,2024-03-28,March,3,Q1,2024,Dhaka,Bangladesh Agro Depot,Stationery & Office,Ballpoint Pen Box,180,28,6.1,4732.56,Retail,Distributor,Nagad
TXN0331,2024-03-28,March,3,Q1,2024,Dhaka,Shovon Brothers Ltd.,Food & Beverage,Noodles,25,4,5.9,94.1,Government,Distributor,Credit Card
TXN0332,2024-03-28,March,3,Q1,2024,Mymensingh,Greenfield Distributors,Clothing & Textiles,Salwar Kameez,700,30,9.2,19068.0,Wholesale,In-Store,Bank Transfer
TXN0333,2024-03-29,March,3,Q1,2024,Chattogram,Rahim & Sons Co.,Agro Products,Hybrid Seeds,300,3,5.7,848.7,Corporate,In-Store,Bank Transfer
TXN0334,2024-03-29,March,3,Q1,2024,Rangpur,Jamuna Suppliers,Agro Products,Hybrid Seeds,300,28,5.1,7971.6,Corporate,In-Store,Credit Card
TXN0335,2024-03-29,March,3,Q1,2024,Dhaka,Metro Trading House,Pharmaceuticals,Paracetamol,10,16,0.5,159.2,Retail,Field Agent,bKash
TXN0336,2024-03-29,March,3,Q1,2024,Rajshahi,Padma Enterprise,Pharmaceuticals,Vitamin C,30,22,5.4,624.36,Wholesale,Distributor,Credit Card
TXN0337,2024-03-29,March,3,Q1,2024,Mymensingh,Shovon Brothers Ltd.,Cosmetics & Beauty,Talcum Powder,90,20,6.6,1681.2,Corporate,Online,bKash
TXN0338,2024-03-31,March,3,Q1,2024,Chattogram,Prime Goods BD,Electronics,Mobile Phone,18000,46,4.2,793224.0,Retail,Online,Credit Card
TXN0339,2024-04-01,April,4,Q2,2024,Dhaka,Meghna Traders,Agro Products,Jute Bale,2200,42,2.6,89997.6,Retail,Distributor,Credit Card
TXN0340,2024-04-01,April,4,Q2,2024,Sylhet,Rupsha Distributors,Agro Products,Hybrid Seeds,300,49,5.8,13847.4,Government,Online,Bank Transfer
TXN0341,2024-04-01,April,4,Q2,2024,Chattogram,Padma Enterprise,Clothing & Textiles,Jeans,800,15,5.7,11316.0,Retail,In-Store,bKash
TXN0342,2024-04-01,April,4,Q2,2024,Rangpur,Meghna Traders,Stationery & Office,Printer Paper,550,11,10.5,5414.75,Retail,Distributor,Bank Transfer
TXN0343,2024-04-01,April,4,Q2,2024,Dhaka,Meghna Traders,Pharmaceuticals,Paracetamol,10,30,3.0,291.0,Wholesale,In-Store,Bank Transfer
TXN0344,2024-04-02,April,4,Q2,2024,Khulna,Rahim & Sons Co.,Pharmaceuticals,Saline,40,15,0.9,594.6,Corporate,Online,Cash
TXN0345,2024-04-02,April,4,Q2,2024,Khulna,Rupsha Distributors,Stationery & Office,Printer Paper,550,10,2.1,5384.5,Corporate,Online,bKash
TXN0346,2024-04-02,April,4,Q2,2024,Chattogram,Shovon Brothers Ltd.,Cosmetics & Beauty,Shampoo,220,24,3.5,5095.2,Retail,Field Agent,bKash
TXN0347,2024-04-03,April,4,Q2,2024,Dhaka,Bismillah Trading,Cosmetics & Beauty,Shampoo,220,37,7.8,7505.08,Corporate,Online,Nagad
TXN0348,2024-04-03,April,4,Q2,2024,Rangpur,Teesta Traders,Electronics,Electric Fan,1500,43,14.5,55147.5,Wholesale,Field Agent,Nagad
TXN0349,2024-04-03,April,4,Q2,2024,Chattogram,Karnaphuli Goods,Home & Furniture,Bed Sheet Set,950,1,10.6,849.3,Wholesale,Field Agent,Credit Card
TXN0350,2024-04-03,April,4,Q2,2024,Dhaka,Jamuna Suppliers,Pharmaceuticals,Vitamin C,30,24,5.7,678.96,Retail,Online,Bank Transfer
TXN0351,2024-04-03,April,4,Q2,2024,Rajshahi,Halda Merchants,Clothing & Textiles,Panjabi,950,16,7.7,14029.6,Wholesale,Distributor,Nagad
TXN0352,2024-04-04,April,4,Q2,2024,Barishal,Rupsha Distributors,Cosmetics & Beauty,Talcum Powder,90,7,7.0,585.9,Corporate,Field Agent,Nagad
TXN0353,2024-04-04,April,4,Q2,2024,Dhaka,National Suppliers Ltd.,Pharmaceuticals,Saline,40,32,4.5,1222.4,Wholesale,Distributor,Cash
TXN0354,2024-04-04,April,4,Q2,2024,Dhaka,Meghna Traders,Agro Products,Fertilizer,1200,33,9.7,35758.8,Retail,Online,Bank Transfer
TXN0355,2024-04-04,April,4,Q2,2024,Rajshahi,Sonali Commerce,Home & Furniture,Plastic Chair,600,33,13.3,17166.6,Government,Online,Cash
TXN0356,2024-04-04,April,4,Q2,2024,Dhaka,Metro Trading House,Food & Beverage,Mustard Oil,180,23,1.4,4082.04,Corporate,Online,bKash
TXN0357,2024-04-04,April,4,Q2,2024,Dhaka,Jamuna Suppliers,Agro Products,Hybrid Seeds,300,40,12.9,10452.0,Wholesale,Field Agent,bKash
TXN0358,2024-04-05,April,4,Q2,2024,Sylhet,Karnaphuli Goods,Stationery & Office,Notebook,60,41,1.4,2425.56,Wholesale,Online,bKash
TXN0359,2024-04-05,April,4,Q2,2024,Sylhet,Jamuna Suppliers,Cosmetics & Beauty,Lipstick,150,25,5.6,3540.0,Corporate,Field Agent,Nagad
TXN0360,2024-04-05,April,4,Q2,2024,Dhaka,Bismillah Trading,Clothing & Textiles,Saree,1200,48,0.8,57139.2,Wholesale,Field Agent,Cash
TXN0361,2024-04-05,April,4,Q2,2024,Khulna,Teesta Traders,Cosmetics & Beauty,Face Cream,250,26,13.3,5635.5,Corporate,Online,Cash
TXN0362,2024-04-06,April,4,Q2,2024,Dhaka,Teesta Traders,Agro Products,Pesticide,850,46,2.0,38318.0,Government,Online,Credit Card
TXN0363,2024-04-06,April,4,Q2,2024,Dhaka,Jamuna Suppliers,Cosmetics & Beauty,Lipstick,150,45,4.5,6446.25,Government,Field Agent,Bank Transfer
TXN0364,2024-04-06,April,4,Q2,2024,Dhaka,Halda Merchants,Home & Furniture,Plastic Chair,600,19,0.4,11354.4,Retail,Online,Credit Card
TXN0365,2024-04-06,April,4,Q2,2024,Rajshahi,Teesta Traders,Cosmetics & Beauty,Lipstick,150,19,11.0,2536.5,Government,Online,Nagad
TXN0366,2024-04-07,April,4,Q2,2024,Dhaka,Metro Trading House,Pharmaceuticals,Antacid Syrup,80,5,5.1,379.6,Government,Distributor,Credit Card
TXN0367,2024-04-07,April,4,Q2,2024,Dhaka,Rahim & Sons Co.,Electronics,Mobile Phone,18000,33,14.9,505494.0,Wholesale,Field Agent,Credit Card
TXN0368,2024-04-07,April,4,Q2,2024,Dhaka,Meghna Traders,Home & Furniture,Steel Almirah,8500,19,10.3,144865.5,Wholesale,In-Store,Nagad
TXN0369,2024-04-07,April,4,Q2,2024,Rangpur,Shovon Brothers Ltd.,Pharmaceuticals,Paracetamol,10,37,4.3,354.09,Wholesale,Distributor,Credit Card
TXN0370,2024-04-07,April,4,Q2,2024,Rangpur,Teesta Traders,Stationery & Office,Printer Paper,550,22,11.4,10720.6,Government,Field Agent,Bank Transfer
TXN0371,2024-04-07,April,4,Q2,2024,Rangpur,Bangladesh Agro Depot,Cosmetics & Beauty,Face Cream,250,35,5.8,8242.5,Government,In-Store,Nagad
TXN0372,2024-04-07,April,4,Q2,2024,Chattogram,Star Mart BD,Clothing & Textiles,Salwar Kameez,700,47,11.2,29215.2,Retail,Distributor,Cash
TXN0373,2024-04-08,April,4,Q2,2024,Khulna,Prime Goods BD,Stationery & Office,Printer Paper,550,19,11.5,9248.25,Retail,Online,Nagad
TXN0374,2024-04-08,April,4,Q2,2024,Dhaka,Dhaka General Supplies,Clothing & Textiles,T-Shirt,450,36,5.5,15309.0,Corporate,Online,Bank Transfer
TXN0375,2024-04-08,April,4,Q2,2024,Sylhet,Prime Goods BD,Pharmaceuticals,Vitamin C,30,2,11.6,53.04,Corporate,Online,Cash
TXN0376,2024-04-08,April,4,Q2,2024,Khulna,National Suppliers Ltd.,Home & Furniture,Pillow,350,5,6.8,1631.0,Corporate,In-Store,bKash
TXN0377,2024-04-08,April,4,Q2,2024,Rajshahi,Padma Enterprise,Food & Beverage,Noodles,25,17,13.7,366.77,Government,Online,Nagad
TXN0378,2024-04-09,April,4,Q2,2024,Khulna,Rahim & Sons Co.,Clothing & Textiles,Saree,1200,11,4.8,12566.4,Government,Online,Nagad
TXN0379,2024-04-09,April,4,Q2,2024,Rajshahi,Sonali Commerce,Food & Beverage,Mustard Oil,180,42,14.0,6501.6,Government,Field Agent,bKash
TXN0380,2024-04-10,April,4,Q2,2024,Chattogram,Al-Amin Wholesale,Cosmetics & Beauty,Hair Oil,180,37,6.0,6260.4,Retail,Online,Bank Transfer
TXN0381,2024-04-10,April,4,Q2,2024,Dhaka,National Suppliers Ltd.,Pharmaceuticals,Saline,40,2,14.9,68.08,Government,Field Agent,Credit Card
TXN0382,2024-04-10,April,4,Q2,2024,Chattogram,Al-Amin Wholesale,Food & Beverage,Rice (50kg),2800,1,1.1,2769.2,Retail,Online,Bank Transfer
TXN0383,2024-04-11,April,4,Q2,2024,Chattogram,Karnaphuli Goods,Food & Beverage,Mustard Oil,180,33,9.5,5375.7,Wholesale,Field Agent,Nagad
TXN0384,2024-04-11,April,4,Q2,2024,Rangpur,Padma Enterprise,Agro Products,Jute Bale,2200,40,4.0,84480.0,Retail,Field Agent,Nagad
TXN0385,2024-04-12,April,4,Q2,2024,Dhaka,Jamuna Suppliers,Food & Beverage,Mustard Oil,180,10,12.7,1571.4,Government,In-Store,bKash
TXN0386,2024-04-12,April,4,Q2,2024,Rangpur,Teesta Traders,Agro Products,Potato (Sack),1100,34,9.1,33996.6,Wholesale,Field Agent,bKash
TXN0387,2024-04-12,April,4,Q2,2024,Chattogram,Prime Goods BD,Electronics,Laptop,55000,20,2.7,1070300.0,Wholesale,Field Agent,Bank Transfer
TXN0388,2024-04-12,April,4,Q2,2024,Dhaka,Bismillah Trading,Electronics,Smart TV,35000,50,4.5,1671250.0,Corporate,Distributor,Cash
TXN0389,2024-04-12,April,4,Q2,2024,Chattogram,Star Mart BD,Stationery & Office,Printer Paper,550,20,0.3,10967.0,Retail,In-Store,bKash
TXN0390,2024-04-12,April,4,Q2,2024,Rajshahi,Teesta Traders,Cosmetics & Beauty,Shampoo,220,48,2.3,10317.12,Wholesale,Online,bKash
TXN0391,2024-04-13,April,4,Q2,2024,Dhaka,Al-Amin Wholesale,Agro Products,Jute Bale,2200,13,6.0,26884.0,Retail,Field Agent,Cash
TXN0392,2024-04-13,April,4,Q2,2024,Dhaka,Shovon Brothers Ltd.,Stationery & Office,Calculator,750,27,11.5,17921.25,Retail,Online,Nagad
TXN0393,2024-04-13,April,4,Q2,2024,Sylhet,Greenfield Distributors,Agro Products,Jute Bale,2200,12,7.6,24393.6,Corporate,In-Store,bKash
TXN0394,2024-04-13,April,4,Q2,2024,Chattogram,Prime Goods BD,Electronics,Laptop,55000,11,0.9,599555.0,Wholesale,Field Agent,Cash
TXN0395,2024-04-13,April,4,Q2,2024,Dhaka,National Suppliers Ltd.,Pharmaceuticals,Antacid Syrup,80,42,10.3,3013.92,Retail,Distributor,bKash
TXN0396,2024-04-13,April,4,Q2,2024,Rajshahi,Meghna Traders,Clothing & Textiles,Salwar Kameez,700,7,10.3,4395.3,Government,Field Agent,Bank Transfer
TXN0397,2024-04-14,April,4,Q2,2024,Barishal,Rupsha Distributors,Cosmetics & Beauty,Talcum Powder,90,2,5.7,169.74,Government,Online,Nagad
TXN0398,2024-04-14,April,4,Q2,2024,Chattogram,Halda Merchants,Food & Beverage,Rice (50kg),2800,31,1.0,85932.0,Retail,Field Agent,bKash
TXN0399,2024-04-14,April,4,Q2,2024,Khulna,Rahim & Sons Co.,Cosmetics & Beauty,Hair Oil,180,17,2.6,2980.44,Corporate,Distributor,Cash
TXN0400,2024-04-14,April,4,Q2,2024,Chattogram,Prime Goods BD,Food & Beverage,Mustard Oil,180,40,14.4,6163.2,Wholesale,In-Store,Cash
TXN0401,2024-04-14,April,4,Q2,2024,Chattogram,Halda Merchants,Clothing & Textiles,Jeans,800,3,6.6,2241.6,Government,Distributor,Bank Transfer
TXN0402,2024-04-15,April,4,Q2,2024,Dhaka,Jamuna Suppliers,Cosmetics & Beauty,Talcum Powder,90,48,12.5,3780.0,Corporate,Distributor,bKash
TXN0403,2024-04-15,April,4,Q2,2024,Mymensingh,Greenfield Distributors,Home & Furniture,Curtain,700,19,5.6,12555.2,Government,In-Store,Nagad
TXN0404,2024-04-15,April,4,Q2,2024,Rajshahi,Metro Trading House,Pharmaceuticals,Antacid Syrup,80,1,4.5,76.4,Retail,Distributor,Bank Transfer
TXN0405,2024-04-15,April,4,Q2,2024,Rangpur,Star Mart BD,Cosmetics & Beauty,Talcum Powder,90,31,12.5,2441.25,Corporate,Field Agent,Credit Card
TXN0406,2024-04-15,April,4,Q2,2024,Dhaka,Dhaka General Supplies,Stationery & Office,Calculator,750,28,1.0,20790.0,Wholesale,In-Store,Credit Card
TXN0407,2024-04-15,April,4,Q2,2024,Dhaka,Shovon Brothers Ltd.,Electronics,Laptop,55000,31,13.0,1483350.0,Wholesale,In-Store,Nagad
TXN0408,2024-04-15,April,4,Q2,2024,Mymensingh,Jamuna Suppliers,Home & Furniture,Plastic Chair,600,26,3.8,15007.2,Retail,Online,Credit Card
TXN0409,2024-04-15,April,4,Q2,2024,Khulna,Rahim & Sons Co.,Clothing & Textiles,Salwar Kameez,700,25,0.2,17465.0,Corporate,In-Store,Credit Card
TXN0410,2024-04-15,April,4,Q2,2024,Rangpur,Bangladesh Agro Depot,Home & Furniture,Bed Sheet Set,950,6,6.6,5323.8,Retail,Online,bKash
TXN0411,2024-04-16,April,4,Q2,2024,Barishal,Halda Merchants,Food & Beverage,Mineral Water,20,7,3.8,134.68,Wholesale,Online,Cash
TXN0412,2024-04-16,April,4,Q2,2024,Dhaka,Meghna Traders,Clothing & Textiles,T-Shirt,450,27,13.8,10473.3,Retail,In-Store,bKash
TXN0413,2024-04-16,April,4,Q2,2024,Khulna,Rupsha Distributors,Food & Beverage,Biscuit Pack,120,45,6.0,5076.0,Wholesale,Distributor,Bank Transfer
TXN0414,2024-04-16,April,4,Q2,2024,Chattogram,Shovon Brothers Ltd.,Food & Beverage,Noodles,25,45,14.2,965.25,Government,Distributor,Nagad
TXN0415,2024-04-16,April,4,Q2,2024,Rangpur,Karnaphuli Goods,Cosmetics & Beauty,Lipstick,150,35,5.6,4956.0,Government,Online,bKash
TXN0416,2024-04-16,April,4,Q2,2024,Chattogram,Karnaphuli Goods,Stationery & Office,Printer Paper,550,29,2.4,15567.2,Wholesale,Distributor,Nagad
TXN0417,2024-04-16,April,4,Q2,2024,Rangpur,Meghna Traders,Stationery & Office,Notebook,60,6,4.8,342.72,Wholesale,In-Store,bKash
TXN0418,2024-04-17,April,4,Q2,2024,Chattogram,Surma Trade Co.,Home & Furniture,Plastic Chair,600,25,5.8,14130.0,Corporate,In-Store,Cash
TXN0419,2024-04-18,April,4,Q2,2024,Dhaka,Jamuna Suppliers,Pharmaceuticals,Paracetamol,10,18,5.7,169.74,Retail,In-Store,bKash
TXN0420,2024-04-18,April,4,Q2,2024,Dhaka,Shovon Brothers Ltd.,Pharmaceuticals,Saline,40,22,5.5,831.6,Retail,Online,Bank Transfer
TXN0421,2024-04-18,April,4,Q2,2024,Sylhet,Surma Trade Co.,Agro Products,Fertilizer,1200,3,6.3,3373.2,Corporate,Distributor,Nagad
TXN0422,2024-04-18,April,4,Q2,2024,Sylhet,Halda Merchants,Cosmetics & Beauty,Hair Oil,180,13,7.9,2155.14,Wholesale,Online,Credit Card
TXN0423,2024-04-18,April,4,Q2,2024,Chattogram,Al-Amin Wholesale,Electronics,Rice Cooker,2200,23,5.9,47614.6,Wholesale,Distributor,Cash
TXN0424,2024-04-19,April,4,Q2,2024,Mymensingh,Bangladesh Agro Depot,Cosmetics & Beauty,Lipstick,150,10,1.4,1479.0,Wholesale,Online,Bank Transfer
TXN0425,2024-04-19,April,4,Q2,2024,Mymensingh,Dhaka General Supplies,Cosmetics & Beauty,Face Cream,250,27,2.2,6601.5,Retail,In-Store,Credit Card
TXN0426,2024-04-19,April,4,Q2,2024,Chattogram,Bangladesh Agro Depot,Cosmetics & Beauty,Hair Oil,180,40,3.7,6933.6,Wholesale,Distributor,Bank Transfer
TXN0427,2024-04-20,April,4,Q2,2024,Mymensingh,Star Mart BD,Agro Products,Fertilizer,1200,16,4.2,18393.6,Retail,In-Store,bKash
TXN0428,2024-04-20,April,4,Q2,2024,Mymensingh,Meghna Traders,Agro Products,Pesticide,850,39,8.1,30464.85,Retail,Distributor,Cash
TXN0429,2024-04-20,April,4,Q2,2024,Rangpur,National Suppliers Ltd.,Stationery & Office,Notebook,60,28,14.1,1443.12,Wholesale,Distributor,bKash
TXN0430,2024-04-20,April,4,Q2,2024,Chattogram,Rupsha Distributors,Stationery & Office,Calculator,750,24,11.7,15894.0,Corporate,Field Agent,Cash
TXN0431,2024-04-20,April,4,Q2,2024,Chattogram,Sonali Commerce,Clothing & Textiles,Panjabi,950,26,1.8,24255.4,Wholesale,In-Store,Credit Card
TXN0432,2024-04-20,April,4,Q2,2024,Sylhet,Greenfield Distributors,Clothing & Textiles,Salwar Kameez,700,42,2.5,28665.0,Wholesale,Online,Credit Card
TXN0433,2024-04-20,April,4,Q2,2024,Chattogram,Jamuna Suppliers,Food & Beverage,Biscuit Pack,120,34,14.7,3480.24,Government,Field Agent,bKash
TXN0434,2024-04-20,April,4,Q2,2024,Dhaka,Dhaka General Supplies,Clothing & Textiles,T-Shirt,450,46,12.9,18029.7,Retail,Field Agent,Bank Transfer
TXN0435,2024-04-22,April,4,Q2,2024,Chattogram,Shovon Brothers Ltd.,Pharmaceuticals,Saline,40,16,1.7,629.12,Wholesale,In-Store,bKash
TXN0436,2024-04-22,April,4,Q2,2024,Dhaka,Meghna Traders,Stationery & Office,Calculator,750,2,7.2,1392.0,Corporate,In-Store,Bank Transfer
TXN0437,2024-04-22,April,4,Q2,2024,Khulna,Padma Enterprise,Cosmetics & Beauty,Face Cream,250,50,9.3,11337.5,Wholesale,In-Store,Cash
TXN0438,2024-04-22,April,4,Q2,2024,Khulna,Karnaphuli Goods,Clothing & Textiles,T-Shirt,450,33,3.0,14404.5,Government,Distributor,Bank Transfer
TXN0439,2024-04-22,April,4,Q2,2024,Sylhet,Prime Goods BD,Home & Furniture,Plastic Chair,600,14,2.5,8190.0,Retail,In-Store,Cash
TXN0440,2024-04-22,April,4,Q2,2024,Sylhet,Rupsha Distributors,Pharmaceuticals,Paracetamol,10,27,0.5,268.65,Retail,Online,Nagad
TXN0441,2024-04-22,April,4,Q2,2024,Dhaka,Meghna Traders,Cosmetics & Beauty,Talcum Powder,90,15,13.5,1167.75,Corporate,In-Store,Bank Transfer
TXN0442,2024-04-22,April,4,Q2,2024,Rajshahi,Bangladesh Agro Depot,Agro Products,Hybrid Seeds,300,14,6.9,3910.2,Corporate,In-Store,bKash
TXN0443,2024-04-23,April,4,Q2,2024,Dhaka,Meghna Traders,Cosmetics & Beauty,Face Cream,250,9,4.9,2139.75,Retail,Field Agent,Bank Transfer
TXN0444,2024-04-24,April,4,Q2,2024,Dhaka,Shovon Brothers Ltd.,Food & Beverage,Mineral Water,20,41,9.5,742.1,Corporate,Online,bKash
TXN0445,2024-04-24,April,4,Q2,2024,Barishal,Rupsha Distributors,Food & Beverage,Rice (50kg),2800,17,14.7,40602.8,Government,Distributor,Credit Card
TXN0446,2024-04-24,April,4,Q2,2024,Chattogram,Al-Amin Wholesale,Cosmetics & Beauty,Lipstick,150,6,5.3,852.3,Retail,Field Agent,Bank Transfer
TXN0447,2024-04-24,April,4,Q2,2024,Mymensingh,Rahim & Sons Co.,Clothing & Textiles,Jeans,800,47,10.3,33727.2,Corporate,Distributor,Credit Card
TXN0448,2024-04-24,April,4,Q2,2024,Dhaka,Jamuna Suppliers,Clothing & Textiles,Saree,1200,24,0.4,28684.8,Wholesale,Online,bKash
TXN0449,2024-04-24,April,4,Q2,2024,Khulna,Rahim & Sons Co.,Pharmaceuticals,Paracetamol,10,16,1.3,157.92,Government,In-Store,Bank Transfer
TXN0450,2024-04-25,April,4,Q2,2024,Dhaka,Dhaka General Supplies,Clothing & Textiles,Jeans,800,26,10.6,18595.2,Retail,Online,Bank Transfer
TXN0451,2024-04-25,April,4,Q2,2024,Dhaka,Star Mart BD,Cosmetics & Beauty,Talcum Powder,90,5,7.9,414.45,Corporate,Field Agent,bKash
TXN0452,2024-04-25,April,4,Q2,2024,Rajshahi,National Suppliers Ltd.,Pharmaceuticals,Antacid Syrup,80,19,6.7,1418.16,Retail,Online,bKash
TXN0453,2024-04-25,April,4,Q2,2024,Dhaka,Dhaka General Supplies,Stationery & Office,Stapler,350,13,4.4,4349.8,Government,Distributor,Credit Card
TXN0454,2024-04-25,April,4,Q2,2024,Dhaka,Surma Trade Co.,Agro Products,Potato (Sack),1100,10,2.8,10692.0,Wholesale,Online,Nagad
TXN0455,2024-04-26,April,4,Q2,2024,Chattogram,Rupsha Distributors,Pharmaceuticals,Saline,40,8,8.2,293.76,Wholesale,Field Agent,bKash
TXN0456,2024-04-26,April,4,Q2,2024,Dhaka,Star Mart BD,Clothing & Textiles,Saree,1200,4,5.8,4521.6,Government,Online,Bank Transfer
TXN0457,2024-04-27,April,4,Q2,2024,Chattogram,Karnaphuli Goods,Agro Products,Potato (Sack),1100,33,6.7,33867.9,Retail,Field Agent,bKash
TXN0458,2024-04-27,April,4,Q2,2024,Sylhet,Padma Enterprise,Stationery & Office,Calculator,750,20,7.1,13935.0,Retail,Field Agent,Nagad
TXN0459,2024-04-27,April,4,Q2,2024,Chattogram,Star Mart BD,Food & Beverage,Rice (50kg),2800,38,4.5,101612.0,Wholesale,In-Store,Bank Transfer
TXN0460,2024-04-27,April,4,Q2,2024,Mymensingh,Surma Trade Co.,Home & Furniture,Plastic Chair,600,14,14.4,7190.4,Retail,In-Store,bKash
TXN0461,2024-04-27,April,4,Q2,2024,Dhaka,Teesta Traders,Electronics,Mobile Phone,18000,25,11.4,398700.0,Retail,In-Store,bKash
TXN0462,2024-04-27,April,4,Q2,2024,Chattogram,Bangladesh Agro Depot,Stationery & Office,Calculator,750,35,0.2,26197.5,Wholesale,Online,Nagad
TXN0463,2024-04-27,April,4,Q2,2024,Dhaka,Meghna Traders,Stationery & Office,Calculator,750,4,13.0,2610.0,Retail,Distributor,bKash
TXN0464,2024-04-28,April,4,Q2,2024,Dhaka,Greenfield Distributors,Food & Beverage,Biscuit Pack,120,47,10.0,5076.0,Corporate,In-Store,bKash
TXN0465,2024-04-28,April,4,Q2,2024,Khulna,Bismillah Trading,Food & Beverage,Mustard Oil,180,32,5.0,5472.0,Wholesale,Field Agent,Cash
TXN0466,2024-04-29,April,4,Q2,2024,Dhaka,Jamuna Suppliers,Food & Beverage,Noodles,25,25,2.3,610.62,Wholesale,Online,Bank Transfer
TXN0467,2024-04-29,April,4,Q2,2024,Dhaka,Rahim & Sons Co.,Stationery & Office,Notebook,60,44,14.5,2257.2,Corporate,Field Agent,Cash
TXN0468,2024-04-29,April,4,Q2,2024,Mymensingh,Bismillah Trading,Home & Furniture,Bed Sheet Set,950,49,6.0,43757.0,Retail,Distributor,Cash
TXN0469,2024-04-30,April,4,Q2,2024,Chattogram,Sonali Commerce,Home & Furniture,Pillow,350,21,0.4,7320.6,Retail,Field Agent,Cash
TXN0470,2024-04-30,April,4,Q2,2024,Dhaka,Metro Trading House,Cosmetics & Beauty,Face Cream,250,15,8.1,3446.25,Retail,Field Agent,Cash
TXN0471,2024-04-30,April,4,Q2,2024,Khulna,Bangladesh Agro Depot,Clothing & Textiles,Saree,1200,9,13.9,9298.8,Government,Field Agent,Nagad
TXN0472,2024-04-30,April,4,Q2,2024,Chattogram,Karnaphuli Goods,Home & Furniture,Pillow,350,26,14.8,7753.2,Government,Field Agent,Cash
TXN0473,2024-04-30,April,4,Q2,2024,Dhaka,Jamuna Suppliers,Pharmaceuticals,Antibiotic,150,26,5.3,3693.3,Corporate,Distributor,Bank Transfer
TXN0474,2024-04-30,April,4,Q2,2024,Dhaka,Jamuna Suppliers,Stationery & Office,Printer Paper,550,39,3.8,20634.9,Government,Field Agent,bKash
TXN0475,2024-04-30,April,4,Q2,2024,Khulna,Surma Trade Co.,Stationery & Office,Printer Paper,550,38,14.9,17785.9,Corporate,In-Store,Credit Card
TXN0476,2024-05-01,May,5,Q2,2024,Chattogram,Metro Trading House,Food & Beverage,Mineral Water,20,10,7.5,185.0,Corporate,In-Store,Bank Transfer
TXN0477,2024-05-01,May,5,Q2,2024,Dhaka,Shovon Brothers Ltd.,Home & Furniture,Pillow,350,40,13.8,12068.0,Government,Distributor,bKash
TXN0478,2024-05-01,May,5,Q2,2024,Barishal,Sonali Commerce,Cosmetics & Beauty,Lipstick,150,27,2.6,3944.7,Government,Online,bKash
TXN0479,2024-05-01,May,5,Q2,2024,Khulna,Greenfield Distributors,Food & Beverage,Mineral Water,20,32,1.7,629.12,Government,Distributor,Cash
TXN0480,2024-05-01,May,5,Q2,2024,Dhaka,Meghna Traders,Agro Products,Potato (Sack),1100,37,2.1,39845.3,Wholesale,Distributor,Credit Card
TXN0481,2024-05-01,May,5,Q2,2024,Barishal,Meghna Traders,Agro Products,Hybrid Seeds,300,37,10.1,9978.9,Wholesale,Online,Credit Card
TXN0482,2024-05-02,May,5,Q2,2024,Rangpur,Bangladesh Agro Depot,Agro Products,Potato (Sack),1100,28,4.1,29537.2,Retail,In-Store,Bank Transfer
TXN0483,2024-05-02,May,5,Q2,2024,Chattogram,Al-Amin Wholesale,Stationery & Office,Ballpoint Pen Box,180,45,14.0,6966.0,Corporate,Online,Cash
TXN0484,2024-05-02,May,5,Q2,2024,Rangpur,Bangladesh Agro Depot,Home & Furniture,Pillow,350,17,0.9,5896.45,Government,Online,Credit Card
TXN0485,2024-05-02,May,5,Q2,2024,Rangpur,National Suppliers Ltd.,Home & Furniture,Bed Sheet Set,950,3,13.5,2465.25,Wholesale,Online,Cash
TXN0486,2024-05-02,May,5,Q2,2024,Rajshahi,National Suppliers Ltd.,Stationery & Office,Calculator,750,34,2.4,24888.0,Retail,Online,Cash
TXN0487,2024-05-03,May,5,Q2,2024,Rangpur,Meghna Traders,Stationery & Office,Ballpoint Pen Box,180,7,8.1,1157.94,Wholesale,Distributor,Nagad
TXN0488,2024-05-03,May,5,Q2,2024,Rangpur,Teesta Traders,Home & Furniture,Curtain,700,35,14.5,20947.5,Government,In-Store,Cash
TXN0489,2024-05-03,May,5,Q2,2024,Khulna,Karnaphuli Goods,Stationery & Office,Ballpoint Pen Box,180,24,6.8,4026.24,Corporate,Online,Credit Card
TXN0490,2024-05-03,May,5,Q2,2024,Barishal,Rupsha Distributors,Agro Products,Jute Bale,2200,42,2.7,89905.2,Wholesale,Field Agent,Nagad
TXN0491,2024-05-03,May,5,Q2,2024,Barishal,Rupsha Distributors,Electronics,Electric Fan,1500,14,2.0,20580.0,Corporate,Online,Cash
